clientname,Time cost,Average memory,Number of runs,Average reward
sogbtamarisk_inst_mdp__4,780662,122.64263680000002,10,-918.9700000000003
sogbtamarisk_inst_mdp__5,781164,120.42473199999999,10,-851.0450000000001
sogbtamarisk_inst_mdp__6,785960,121.55428000000002,10,-1132.1200000000003
sogbtamarisk_inst_mdp__7,788973,104.47887279999998,10,-981.195
sogbtamarisk_inst_mdp__8,795663,99.97232879999999,10,-1369.4950000000003
sogbtamarisk_inst_mdp__9,791724,105.4199024,10,-880.2450000000002
sogbtraffic_inst_mdp__01,776126,93.6764736,10,-6.2
sogbtraffic_inst_mdp__02,776064,114.03418079999999,10,-13.0
sogbtraffic_inst_mdp__03,777141,118.01080400000001,10,-12.8
sogbtraffic_inst_mdp__04,776787,128.5763704,10,-50.1
sogbtraffic_inst_mdp__05,778143,119.59489599999999,10,-41.6
sogbtraffic_inst_mdp__06,777989,129.48767279999998,10,-75.9
sogbtraffic_inst_mdp__07,781814,110.36130320000002,10,-49.6
sogbtraffic_inst_mdp__08,780291,116.24224,10,-64.1
sogbacademic-advising_inst_mdp__01,1057747,288.5853764800001,50,-48.8
sogbcooperative-recon_inst_mdp__10,982917,595.4115712,10,14.509
sogbcooperative-recon_inst_mdp__10,981031,244.539748,10,14.085999999999999
sogbcooperative-recon_inst_mdp__10,982675,248.39969360000003,10,14.972
sogbcooperative-recon_inst_mdp__10,980294,177.993596,10,12.584
sogbcooperative-recon_inst_mdp__10,980338,244.12674079999996,10,12.584
sogbred-finned-blue-eye_inst_mdp__01,149496,127.6953536,10,-2392.0
sogbred-finned-blue-eye_inst_mdp__02,149872,111.52501599999998,10,1830.0
sogbred-finned-blue-eye_inst_mdp__03,152434,127.60896240000002,10,-3845.0
sogbred-finned-blue-eye_inst_mdp__04,149100,116.25880479999998,10,-4457.0
sogbmanufacturer_inst_mdp__09,888019,173.04850453333333,30,2162.327947733333
sogbtraffic_inst_mdp__01,206203,86.07076959999999,10,-4.2
sogbskill_teaching_inst_mdp__12,1475596,214.64740533333335,75,-2427.3833313493333
sogbskill_teaching_inst_mdp__13,1474395,205.33725536000003,75,-1387.4577799786664
sogbskill_teaching_inst_mdp__14,1478785,210.08040746666666,75,-3760.2106990640004
sogbskill_teaching_inst_mdp__15,1480083,219.77051338666672,75,-3193.9496358239994
sogbskill_teaching_inst_mdp__16,1483916,241.3246557866667,75,-5111.7294413146665
sogbskill_teaching_inst_mdp__17,1497000,233.68105663999998,75,-5935.449571952004
sogbskill_teaching_inst_mdp__18,1616945,240.0542520533334,75,-7043.296183949336
sogbskill_teaching_inst_mdp__19,1621466,255.45805269333334,75,-10173.668289714667
sogbskill_teaching_inst_mdp__20,1621948,228.89673290666659,75,-10883.371392623998
sogbtamarisk_inst_mdp__1,1477708,151.09875914666662,75,-238.35506666666691
sogbtamarisk_inst_mdp__2,1484917,129.87383018666665,75,-623.8800000000006
sogbtamarisk_inst_mdp__3,1490238,150.89483434666667,75,-333.5773333333333
sogbtamarisk_inst_mdp__4,1502799,145.2742366933334,75,-906.8333333333343
sogbtamarisk_inst_mdp__5,1509583,154.21533055999996,75,-820.3966666666678
sogbtamarisk_inst_mdp__6,1532877,128.15723669333335,75,-1134.4466666666665
sogbtamarisk_inst_mdp__7,1536025,128.89582645333334,75,-915.9433333333343
sogbtamarisk_inst_mdp__8,1587809,140.9295793066667,75,-1336.1499999999992
sogbtamarisk_inst_mdp__9,1578562,138.02758090666669,75,-978.803333333334
sogbtamarisk_inst_mdp__10,1667319,126.92598229333336,75,-1406.7766666666655
sogbtamarisk_inst_mdp__11,1646450,134.09232896000003,75,-1325.1133333333325
sogbtamarisk_inst_mdp__12,2035162,128.3109984,75,-2209.0037333333325
sogbtamarisk_inst_mdp__13,3153775,132.97820469333328,75,-2899.503733333332
sogbtamarisk_inst_mdp__14,39486611,60.70639072000001,75,-1464.2022666666671
sogbtamarisk_inst_mdp__15,4000713,72.08109887999998,75,-2585.4650666666666
sogbtamarisk_inst_mdp__16,4007934,59.849252800000016,75,-2285.6361333333334
sogbtamarisk_inst_mdp__17,3973469,41.54086421333334,75,-2011.7930666666664
sogbtamarisk_inst_mdp__18,4037540,34.96465802666666,75,-1976.5863999999997
sogbtamarisk_inst_mdp__19,4038146,33.91220223999999,75,-1918.4398666666666
sogbtamarisk_inst_mdp__20,3991040,28.210774933333337,75,-1433.5865333333331
sogbtraffic_inst_mdp__01,1473609,134.40502496000002,75,-3.96
sogbtraffic_inst_mdp__02,1473276,130.62777162666669,75,-10.653333333333334
sogbtraffic_inst_mdp__03,1479647,128.40116362666666,75,-12.2
sogbtraffic_inst_mdp__04,1478691,136.8983115733334,75,-50.88
sogbtraffic_inst_mdp__05,1485755,130.78347775999995,75,-45.44
sogbtraffic_inst_mdp__06,1485826,131.27137376000002,75,-74.22666666666667
sogbtraffic_inst_mdp__07,1495739,131.24625343999992,75,-48.18666666666667
sogbtraffic_inst_mdp__08,1497689,144.09129856,75,-51.373333333333335
sogbtraffic_inst_mdp__09,1508785,126.06765461333336,75,-20.44
sogbtraffic_inst_mdp__10,1506981,133.3044125866667,75,-127.88
sogbtraffic_inst_mdp__11,1552079,127.14440245333336,75,-44.992170486844294
sogbtraffic_inst_mdp__12,1561175,137.85979168000003,75,-24.553270974616687
sogbtraffic_inst_mdp__13,1577351,122.36977589333338,75,-32.710767517663385
sogbtraffic_inst_mdp__14,1670483,136.8677732266667,75,-80.96031787160553
sogbtraffic_inst_mdp__15,1679096,128.40112223999998,75,-81.70404031329615
sogbtraffic_inst_mdp__16,1681811,127.20348832000003,75,-82.68307881272406
sogbskill_teaching_inst_mdp__12,1475455,237.2821159466667,75,-2291.0462194533347
sogbskill_teaching_inst_mdp__13,1474470,222.36792287999992,75,-1420.361577154667
sogbskill_teaching_inst_mdp__14,1478458,197.98403477333332,75,-3738.8554515786664
sogbskill_teaching_inst_mdp__15,1483564,229.4877729066666,75,-3249.3522281146656
sogbtamarisk_inst_mdp__17,3974481,42.40520576,75,-1976.8529333333333
sogbtamarisk_inst_mdp__18,3957366,37.20839317333334,75,-1971.7731999999999
sogbtamarisk_inst_mdp__19,3982660,29.984008959999997,75,-1850.0365333333332
sogbtamarisk_inst_mdp__20,3934742,24.998601599999997,75,-1556.8131999999998
sogbtraffic_inst_mdp__01,1472385,130.55513653333333,75,-4.04
sogbtraffic_inst_mdp__02,1472446,143.47638282666668,75,-10.986666666666666
sogbtraffic_inst_mdp__03,1477835,123.90800245333332,75,-13.16
sogbtraffic_inst_mdp__04,1477368,133.16684031999998,75,-48.16
sogbtraffic_inst_mdp__05,1485213,132.44312170666663,75,-45.68
sogbtraffic_inst_mdp__06,1484727,128.9324288,75,-67.50666666666666
sogbtraffic_inst_mdp__07,1495237,137.3999981866666,75,-50.22666666666667
sogbtraffic_inst_mdp__08,1495653,119.78525269333332,75,-63.08
sogbtraffic_inst_mdp__09,1507646,131.42705301333336,75,-19.826666666666668
sogbtraffic_inst_mdp__10,1507568,139.31587797333333,75,-125.8
sogbtraffic_inst_mdp__11,1542961,141.45327157333332,75,-45.25179139538832
sogbtraffic_inst_mdp__12,1560573,130.87899072,75,-25.240961658325087
sogbtraffic_inst_mdp__13,1577081,138.2904589866667,75,-31.21225179102297
sogbtraffic_inst_mdp__14,1652143,139.50887423999998,75,-79.10820950104942
sogbtraffic_inst_mdp__15,1679690,144.38301791999996,75,-85.75385835708317
sogbtraffic_inst_mdp__16,1722717,149.27355839999993,75,-89.12410829862532
sogbtraffic_inst_mdp__17,1934969,129.04616213333335,75,-109.99972784024081
sogbtraffic_inst_mdp__18,2156198,137.31228405333334,75,-88.96515512007649
sogbelevators_inst_mdp__01,888817,143.47419914666665,75,-64.07333333333334
sogbelevators_inst_mdp__02,888543,132.70597482666665,75,-22.873333333333335
sogbelevators_inst_mdp__03,887522,143.94122335999992,75,-66.01
sogbelevators_inst_mdp__04,888148,135.94352437333325,75,-64.15666666666667
sogbelevators_inst_mdp__05,888077,134.58513183999997,75,-68.84
sogbelevators_inst_mdp__06,891102,126.78684671999996,75,-82.29
sogbelevators_inst_mdp__07,887827,124.98408234666667,75,-91.22333333333333
sogbelevators_inst_mdp__08,889299,142.46260096,75,-97.77333333333333
sogbelevators_inst_mdp__09,887630,136.57616192,75,-119.36666666666666
sogbelevators_inst_mdp__10,887240,123.44872426666664,75,-72.4
sogbskill_teaching_inst_mdp__1,886831,126.30046581333333,75,70.34938852266671
sogbskill_teaching_inst_mdp__2,887852,136.41693813333333,75,86.66749814133331
sogbskill_teaching_inst_mdp__3,887218,134.62735349333326,75,103.30097578666671
sogbskill_teaching_inst_mdp__4,887421,141.92950026666665,75,117.90178801066666
sogbskill_teaching_inst_mdp__5,887889,147.29005941333335,75,16.39399922933333
sogbskill_teaching_inst_mdp__6,888100,137.9806568533333,75,37.966499277333334
sogbskill_teaching_inst_mdp__7,888410,147.5530768,75,-45.02787518666666
sogbskill_teaching_inst_mdp__8,888471,157.71015754666672,75,-139.53184518933324
sogbskill_teaching_inst_mdp__9,888576,147.46303360000002,75,-95.97958785599998
sogbskill_teaching_inst_mdp__10,888950,159.41102346666668,75,-185.94382354133333
sogbtamarisk_inst_mdp__1,897598,141.98952863999992,75,-219.77586666666704
sogbtamarisk_inst_mdp__2,903307,135.18288586666662,75,-659.5733333333341
sogbtamarisk_inst_mdp__3,908644,126.12258688000004,75,-342.3957333333332
sogbtamarisk_inst_mdp__4,922164,123.8496984533333,75,-911.2566666666677
sogbtamarisk_inst_mdp__5,932614,131.01433088,75,-776.6766666666678
sogbtamarisk_inst_mdp__6,957039,130.36110143999997,75,-1157.923333333333
sogbtamarisk_inst_mdp__7,964537,141.58058805333332,75,-1018.1036000000005
sogbtamarisk_inst_mdp__8,999861,140.7896059733333,75,-1433.353599999999
sogbtamarisk_inst_mdp__9,991475,128.28285717333333,75,-1182.1501333333326
sogbtamarisk_inst_mdp__10,1079532,136.93902954666663,75,-1584.2707999999986
sogbtraffic_inst_mdp__01,892649,140.93421397333336,75,-3.7733333333333334
sogbtraffic_inst_mdp__02,892981,126.2765664,75,-10.2
sogbtraffic_inst_mdp__03,897910,122.0653345066667,75,-12.266666666666667
sogbtraffic_inst_mdp__04,897894,117.05949269333331,75,-55.56
sogbtraffic_inst_mdp__05,906400,125.58634922666667,75,-47.586666666666666
sogbtraffic_inst_mdp__06,906748,124.59753535999994,75,-78.49333333333334
sogbtraffic_inst_mdp__07,915854,121.13900575999995,75,-54.68
sogbtraffic_inst_mdp__08,916714,130.86641770666665,75,-64.06666666666666
sogbtraffic_inst_mdp__09,927015,118.40074826666658,75,-26.213333333333335
sogbtraffic_inst_mdp__10,927014,128.07653119999998,75,-136.24
sogbacademic-advising_inst_mdp__01,444297,155.95861279999997,75,-47.733333333333334
sogbacademic-advising_inst_mdp__02,444457,143.86197408,75,-64.0
sogbacademic-advising_inst_mdp__03,444616,166.30688160000005,75,-33.46666666666667
sogbacademic-advising_inst_mdp__04,445218,140.76730421333335,75,-87.42666666666666
sogbacademic-advising_inst_mdp__05,445094,139.79842090666668,75,-100.0
sogbacademic-advising_inst_mdp__06,666992,181.57019712000002,75,-80.86666666666666
sogbacademic-advising_inst_mdp__07,668571,132.11377962666663,75,-150.0
sogbacademic-advising_inst_mdp__08,667874,140.89158869333335,75,-150.0
sogbacademic-advising_inst_mdp__09,667984,226.27812245333334,75,-69.0
sogbacademic-advising_inst_mdp__10,672030,155.78078975999992,75,-150.0
sogbcooperative-recon_inst_mdp__01,667521,172.34906197333325,75,8.802799999999998
sogbcooperative-recon_inst_mdp__02,667384,195.75329792000005,75,5.300666666666669
sogbcooperative-recon_inst_mdp__03,667919,203.39042965333334,75,5.3948
sogbcooperative-recon_inst_mdp__04,676235,220.70315583999997,75,17.297466666666665
sogbcooperative-recon_inst_mdp__05,908607,218.44562453333336,75,11.341200000000004
sogbcooperative-recon_inst_mdp__06,899508,219.97692874666663,75,6.425466666666665
sogbcooperative-recon_inst_mdp__07,947992,215.91782346666668,75,14.818133333333327
sogbcooperative-recon_inst_mdp__08,1187942,237.2517962666667,75,2.9692000000000007
sogbcooperative-recon_inst_mdp__09,1264303,229.96403584,75,4.692133333333333
sogbcooperative-recon_inst_mdp__10,1282028,198.5243413333333,75,3.172799999999999
sogbmanufacturer_inst_mdp__01,902577,217.50620149333332,75,75.345096
sogbmanufacturer_inst_mdp__02,1298922,239.25334304000003,75,288.07716000000005
sogbmanufacturer_inst_mdp__03,1489679,217.81429909333326,75,100.4914586666667
sogbmanufacturer_inst_mdp__04,1315391,248.11840832000001,75,51.823246733333306
sogbmanufacturer_inst_mdp__05,1490579,255.1693702399999,75,253.57941046666673
sogbmanufacturer_inst_mdp__06,1305330,234.13829280000004,75,818.4690319999999
sogbmanufacturer_inst_mdp__07,1471108,243.82367648000013,75,917.9188053333332
sogbmanufacturer_inst_mdp__08,1312198,225.62464970666673,75,3317.144486599998
sogbmanufacturer_inst_mdp__09,1494285,248.89754922666674,75,2015.138367173334
sogbmanufacturer_inst_mdp__10,1793367,231.27567488,75,-35.49535733333334
sogbred-finned-blue-eye_inst_mdp__01,683272,158.10002911999996,75,-2324.133333333333
sogbred-finned-blue-eye_inst_mdp__02,687950,162.10897386666667,75,1896.6666666666667
sogbred-finned-blue-eye_inst_mdp__03,707987,160.3676161066667,75,-3279.3333333333335
sogbred-finned-blue-eye_inst_mdp__04,683131,163.47242709333338,75,-1433.7333333333333
sogbred-finned-blue-eye_inst_mdp__05,689857,177.11952533333337,75,-2677.733333333333
sogbred-finned-blue-eye_inst_mdp__06,946499,181.3515307733333,75,-2265.2
sogbred-finned-blue-eye_inst_mdp__07,913422,178.98692608,75,12807.333333333334
sogbred-finned-blue-eye_inst_mdp__08,946323,196.06880064000003,75,-5051.466666666666
